Price,Adj Close
Ticker,SCHD
Date,
2015-07-13,9.377121925354004
2015-07-14,9.401110649108887
2015-07-15,9.372323989868164
2015-07-16,9.432297706604004
2015-07-17,9.389117240905762
2015-07-20,9.384322166442871
2015-07-21,9.314751625061035
2015-07-22,9.271573066711426
2015-07-23,9.230793952941895
2015-07-24,9.130040168762207
2015-07-27,9.091658592224121
2015-07-28,9.223596572875977
2015-07-29,9.290762901306152
2015-07-30,9.283567428588867
2015-07-31,9.249984741210938
2015-08-03,9.218798637390137
2015-08-04,9.216400146484375
2015-08-05,9.259578704833984
2015-08-06,9.20440673828125
2015-08-07,9.163623809814453
2015-08-10,9.281170845031738
2015-08-11,9.218798637390137
2015-08-12,9.247584342956543
2015-08-13,9.218798637390137
2015-08-14,9.252382278442383
2015-08-17,9.281170845031738
2015-08-18,9.249984741210938
2015-08-19,9.163623809814453
2015-08-20,9.03408432006836
2015-08-21,8.777408599853516
2015-08-24,8.451167106628418
2015-08-25,8.307235717773438
2015-08-26,8.609488487243652
2015-08-27,8.796602249145508
2015-08-28,8.806197166442871
2015-08-31,8.758217811584473
2015-09-01,8.518332481384277
2015-09-02,8.667062759399414
2015-09-03,8.70064640045166
2015-09-04,8.56151294708252
2015-09-08,8.770215034484863
2015-09-09,8.633479118347168
2015-09-10,8.659868240356445
2015-09-11,8.695849418640137
2015-09-14,8.652669906616211
2015-09-15,8.772611618041992
2015-09-16,8.851776123046875
2015-09-17,8.849377632141113
2015-09-18,8.707844734191895
2015-09-21,8.758395195007324
2015-09-22,8.668901443481445
2015-09-23,8.64713191986084
2015-09-24,8.644715309143066
2015-09-25,8.668901443481445
2015-09-28,8.531030654907227
2015-09-29,8.562477111816406
2015-09-30,8.69550609588623
2015-10-01,8.683417320251465
2015-10-02,8.826123237609863
2015-10-05,8.995438575744629
2015-10-06,9.017204284667969
2015-10-07,9.099441528320312
2015-10-08,9.198614120483398
2015-10-09,9.198614120483398
2015-10-12,9.179262161254883
2015-10-13,9.130887031555176
2015-10-14,9.099441528320312
2015-10-15,9.18893814086914
2015-10-16,9.239731788635254
2015-10-19,9.225220680236816
2015-10-20,9.208288192749023
2015-10-21,9.184103012084961
2015-10-22,9.409046173095703
2015-10-23,9.498538970947266
2015-10-26,9.474353790283203
2015-10-27,9.438074111938477
2015-10-28,9.522729873657227
2015-10-29,9.496124267578125
2015-10-30,9.457422256469727
2015-11-02,9.559011459350586
2015-11-03,9.590455055236816
2015-11-04,9.559011459350586
2015-11-05,9.515475273132324
2015-11-06,9.491286277770996
2015-11-09,9.38969612121582
2015-11-10,9.399372100830078
2015-11-11,9.394536018371582
2015-11-12,9.263921737670898
2015-11-13,9.181681632995605
2015-11-16,9.331645011901855
2015-11-17,9.336482048034668
2015-11-18,9.42839527130127
2015-11-19,9.450165748596191
2015-11-20,9.455004692077637
2015-11-23,9.46951675415039
2015-11-24,9.510635375976562
2015-11-25,9.498538970947266
2015-11-27,9.505799293518066
2015-11-30,9.484027862548828
2015-12-01,9.563849449157715
2015-12-02,9.479190826416016
2015-12-03,9.365509986877441
2015-12-04,9.534825325012207
2015-12-07,9.488866806030273
2015-12-08,9.4017915725708
2015-12-09,9.372763633728027
2015-12-10,9.40421199798584
2015-12-11,9.251827239990234
2015-12-14,9.321971893310547
2015-12-15,9.409046173095703
2015-12-16,9.515475273132324
2015-12-17,9.382439613342285
2015-12-18,9.22280216217041
2015-12-21,9.293937683105469
2015-12-22,9.391383171081543
2015-12-23,9.510754585266113
2015-12-24,9.486394882202148
2015-12-28,9.459595680236816
2015-12-29,9.554607391357422
2015-12-30,9.501012802124023
2015-12-31,9.393819808959961
2016-01-04,9.286628723144531
2016-01-05,9.340224266052246
2016-01-06,9.228160858154297
2016-01-07,9.035704612731934
2016-01-08,8.938258171081543
2016-01-11,8.95531177520752
2016-01-12,9.008906364440918
2016-01-13,8.835939407348633
2016-01-14,8.984545707702637
2016-01-15,8.79695987701416
2016-01-19,8.806705474853516
2016-01-20,8.672715187072754
2016-01-21,8.74824047088623
2016-01-22,8.911459922790527
2016-01-25,8.814016342163086
2016-01-26,8.962618827819824
2016-01-27,8.911459922790527
2016-01-28,8.97480297088623
2016-01-29,9.179437637329102
2016-02-01,9.174565315246582
2016-02-02,9.028399467468262
2016-02-03,9.106352806091309
2016-02-04,9.108789443969727
2016-02-05,9.01134204864502
2016-02-08,8.994288444519043
2016-02-09,8.979673385620117
2016-02-10,8.930951118469238
2016-02-11,8.83837604522705
2016-02-12,8.979673385620117
2016-02-16,9.089302062988281
2016-02-17,9.220854759216309
2016-02-18,9.223286628723145
2016-02-19,9.208671569824219
2016-02-22,9.310990333557129
2016-02-23,9.235472679138184
2016-02-24,9.276884078979492
2016-02-25,9.381640434265137
2016-02-26,9.320735931396484
2016-02-29,9.247649192810059
2016-03-01,9.413309097290039
2016-03-02,9.459595680236816
2016-03-03,9.481521606445312
2016-03-04,9.518060684204102
2016-03-07,9.549735069274902
2016-03-08,9.491265296936035
2016-03-09,9.557042121887207
2016-03-10,9.557042121887207
2016-03-11,9.659360885620117
2016-03-14,9.64231014251709
2016-03-15,9.644743919372559
2016-03-16,9.698341369628906
2016-03-17,9.783604621887207
2016-03-18,9.800657272338867
2016-03-21,9.814894676208496
2016-03-22,9.795256614685059
2016-03-23,9.741262435913086
2016-03-24,9.748624801635742
2016-03-28,9.751080513000488
2016-03-29,9.836979866027832
2016-03-30,9.859071731567383
2016-03-31,9.839434623718262
2016-04-01,9.878705024719238
2016-04-04,9.854162216186523
2016-04-05,9.80752944946289
2016-04-06,9.886067390441895
2016-04-07,9.795256614685059
2016-04-08,9.832071304321289
2016-04-11,9.795256614685059
2016-04-12,9.876252174377441
2016-04-13,9.917978286743164
2016-04-14,9.90079402923584
2016-04-15,9.903246879577637
2016-04-18,9.969515800476074
2016-04-19,9.98424243927002
2016-04-20,9.952335357666016
2016-04-21,9.888525009155273
2016-04-22,9.886067390441895
2016-04-25,9.890974998474121
2016-04-26,9.905702590942383
2016-04-27,9.97197151184082
2016-04-28,9.88361644744873
2016-04-29,9.822253227233887
2016-05-02,9.8811616897583
2016-05-03,9.829618453979492
2016-05-04,9.792804718017578
2016-05-05,9.797713279724121
2016-05-06,9.851707458496094
2016-05-09,9.851707458496094
2016-05-10,9.962150573730469
2016-05-11,9.886067390441895
2016-05-12,9.913066864013672
2016-05-13,9.81243896484375
2016-05-16,9.90079402923584
2016-05-17,9.805075645446777
2016-05-18,9.746171951293945
2016-05-19,9.73635482788086
2016-05-20,9.773168563842773
2016-05-23,9.763354301452637
2016-05-24,9.878705024719238
2016-05-25,9.940062522888184
2016-05-26,9.952335357666016
2016-05-27,9.979334831237793
2016-05-31,9.959698677062988
2016-06-01,9.981786727905273
2016-06-02,9.99160385131836
2016-06-03,10.006333351135254
2016-06-06,10.062780380249023
2016-06-07,10.09959602355957
2016-06-08,10.131501197814941
2016-06-09,10.136411666870117
2016-06-10,10.092235565185547
2016-06-13,10.01369571685791
2016-06-14,10.01860523223877
2016-06-15,10.001420021057129
2016-06-16,10.05787181854248
2016-06-17,10.035780906677246
2016-06-20,10.111721992492676
2016-06-21,10.136456489562988
2016-06-22,10.111721992492676
2016-06-23,10.232922554016113
2016-06-24,9.943521499633789
2016-06-27,9.81242561340332
2016-06-28,9.936101913452148
2016-06-29,10.077091217041016
2016-06-30,10.250236511230469
2016-07-01,10.2601318359375
2016-07-05,10.22549819946289
2016-07-06,10.2601318359375
2016-07-07,10.245291709899902
2016-07-08,10.381332397460938
2016-07-11,10.428328514099121
2016-07-12,10.482748031616211
2016-07-13,10.507484436035156
2016-07-14,10.54953384399414
2016-07-15,10.544588088989258
2016-07-18,10.554478645324707
2016-07-19,10.556954383850098
2016-07-20,10.594053268432617
2016-07-21,10.556954383850098
2016-07-22,10.61878776550293
2016-07-25,10.596529006958008
2016-07-26,10.603949546813965
2016-07-27,10.547057151794434
2016-07-28,10.524796485900879
2016-07-29,10.542110443115234
2016-08-01,10.509957313537598
2016-08-02,10.443172454833984
2016-08-03,10.44811725616455
2016-08-04,10.465435028076172
2016-08-05,10.524796485900879
2016-08-08,10.524796485900879
2016-08-09,10.529742240905762
2016-08-10,10.527271270751953
2016-08-11,10.584159851074219
2016-08-12,10.576739311218262
2016-08-15,10.606422424316406
2016-08-16,10.544588088989258
2016-08-17,10.56190013885498
2016-08-18,10.594053268432617
2016-08-19,10.556954383850098
2016-08-22,10.544588088989258
2016-08-23,10.569321632385254
2016-08-24,10.542110443115234
2016-08-25,10.537162780761719
2016-08-26,10.507484436035156
2016-08-29,10.566847801208496
2016-08-30,10.527271270751953
2016-08-31,10.507484436035156
2016-09-01,10.527271270751953
2016-09-02,10.571791648864746
2016-09-06,10.601476669311523
2016-09-07,10.584159851074219
2016-09-08,10.56190013885498
2016-09-09,10.299707412719727
2016-09-12,10.445643424987793
2016-09-13,10.302179336547852
2016-09-14,10.277447700500488
2016-09-15,10.383807182312012
2016-09-16,10.35412311553955
2016-09-19,10.352632522583008
2016-09-20,10.347654342651367
2016-09-21,10.452153205871582
2016-09-22,10.501913070678711
2016-09-23,10.447176933288574
2016-09-26,10.362584114074707
2016-09-27,10.4421968460083
2016-09-28,10.49942398071289
2016-09-29,10.4421968460083
2016-09-30,10.526793479919434
2016-10-03,10.489472389221191
2016-10-04,10.407366752624512
2016-10-05,10.452153205871582
2016-10-06,10.459615707397461
2016-10-07,10.43971061706543
2016-10-10,10.454642295837402
2016-10-11,10.350144386291504
2016-10-12,10.357606887817383
2016-10-13,10.325265884399414
2016-10-14,10.340191841125488
2016-10-17,10.312822341918945
2016-10-18,10.320286750793457
2016-10-19,10.297894477844238
2016-10-20,10.2630615234375
2016-10-21,10.297894477844238
2016-10-24,10.350144386291504
2016-10-25,10.35511589050293
2016-10-26,10.37253189086914
2016-10-27,10.340191841125488
2016-10-28,10.350144386291504
2016-10-31,10.362584114074707
2016-11-01,10.292922019958496
2016-11-02,10.255598068237305
2016-11-03,10.22574234008789
2016-11-04,10.185935974121094
2016-11-07,10.377511978149414
2016-11-08,10.437222480773926
2016-11-09,10.531769752502441
2016-11-10,10.519326210021973
2016-11-11,10.51186466217041
2016-11-14,10.496935844421387
2016-11-15,10.581526756286621
2016-11-16,10.581526756286621
2016-11-17,10.591480255126953
2016-11-18,10.57904052734375
2016-11-21,10.651190757751465
2016-11-22,10.70592975616455
2016-11-23,10.710906982421875
2016-11-25,10.758177757263184
2016-11-28,10.743249893188477
2016-11-29,10.740760803222656
2016-11-30,10.700955390930176
2016-12-01,10.628801345825195
2016-12-02,10.663634300231934
2016-12-05,10.708415985107422
2016-12-06,10.738275527954102
2016-12-07,10.890043258666992
2016-12-08,10.89501667022705
2016-12-09,10.954731941223145
2016-12-12,11.009468078613281
2016-12-13,11.079132080078125
2016-12-14,10.96717357635498
2016-12-15,10.99951457977295
2016-12-16,11.004490852355957
2016-12-19,11.031858444213867
2016-12-20,11.059473991394043
2016-12-21,11.034367561340332
2016-12-22,11.024327278137207
2016-12-23,11.031858444213867
2016-12-27,11.049430847167969
2016-12-28,10.966581344604492
2016-12-29,10.97662353515625
2016-12-30,10.938961029052734
2017-01-03,10.996708869934082
2017-01-04,11.014283180236816
2017-01-05,11.004240036010742
2017-01-06,11.004240036010742
2017-01-09,10.946494102478027
2017-01-10,10.908835411071777
2017-01-11,10.938961029052734
2017-01-12,10.916366577148438
2017-01-13,10.923900604248047
2017-01-17,10.923900604248047
2017-01-18,10.928919792175293
2017-01-19,10.888750076293945
2017-01-20,10.946494102478027
2017-01-23,10.898794174194336
2017-01-24,10.964072227478027
2017-01-25,11.036877632141113
2017-01-26,10.996708869934082
2017-01-27,10.999218940734863
2017-01-30,10.938961029052734
2017-01-31,10.88624095916748
2017-02-01,10.836030960083008
2017-02-02,10.848579406738281
2017-02-03,10.898794174194336
2017-02-06,10.88624095916748
2017-02-07,10.908835411071777
2017-02-08,10.923900604248047
2017-02-09,10.96909236907959
2017-02-10,10.994197845458984
2017-02-13,11.049430847167969
2017-02-14,11.072027206420898
2017-02-15,11.134794235229492
2017-02-16,11.154879570007324
2017-02-17,11.169942855834961
2017-02-21,11.23019790649414
2017-02-22,11.2201566696167
2017-02-23,11.267862319946289
2017-02-24,11.29798698425293
2017-02-27,11.300498008728027
2017-02-28,11.257816314697266
2017-03-01,11.37581729888916
2017-03-02,11.338159561157227
2017-03-03,11.325605392456055
2017-03-06,11.308028221130371
2017-03-07,11.272882461547852
2017-03-08,11.260326385498047
2017-03-09,11.265349388122559
2017-03-10,11.310541152954102
